12999,5,1,3765
12999,18,1,3765
12999,6,1,3765
12999,19,1,3765
12999,8,1,3765
12999,7,1,3765
12999,20,1,3765
12999,21,1,3765
12999,22,1,3765
12999,3,1,3765
12999,9,1,3765
12999,15,1,3765
12999,1,1,12998
12999,11,1,12998
12999,16,1,12998
12999,2,1,12998
12999,10,1,12998
12999,17,1,12998
13001,4,1,3765
13001,5,1,3765
13001,18,1,3765
13001,6,1,3765
13001,19,1,3765
13001,8,1,3765
13001,7,1,3765
13001,20,1,3765
13001,21,1,3765
13001,22,1,3765
13001,3,1,3765
13001,9,1,3765
13001,15,1,3765
13001,1,1,13000
13001,11,1,13000
13001,16,1,13000
13001,2,1,13000
13001,10,1,13000
13001,17,1,13000
13003,4,1,3765
13003,5,1,3765
13003,18,1,3765
13003,6,1,3765
13003,19,1,3765
13003,8,1,3765
13003,7,1,3765
13003,20,1,3765
13003,21,1,3765
13003,22,1,3765
13003,3,1,3765
13003,9,1,3765
13003,15,1,3765
13003,1,1,13002
13003,11,1,13002
13003,16,1,13002
13003,2,1,13002
13003,10,1,13002
13003,17,1,13002
13005,4,1,3765
13005,5,1,3765
13005,18,1,3765
13005,6,1,3765
13005,19,1,3765
13005,8,1,3765
13005,7,1,3765
13005,20,1,3765
13005,21,1,3765
13005,22,1,3765
13005,3,1,3765
13005,9,1,3765
13005,15,1,3765
13005,1,1,13004
13005,11,1,13004
13005,16,1,13004
13005,2,1,13004
13005,10,1,13004
13005,17,1,13004
13007,4,1,3765
13007,5,1,3765
13007,18,1,3765
13007,6,1,3765
13007,19,1,3765
13007,8,1,3765
13007,7,1,3765
13007,20,1,3765
13007,21,1,3765
13007,22,1,3765
13007,3,1,3765
13007,9,1,3765
13007,15,1,3765
13007,1,1,13006
13007,11,1,13006
13007,16,1,13006
13007,2,1,13006
13007,10,1,13006
13007,17,1,13006
13009,4,1,3765
13009,5,1,3765
13009,18,1,3765
13009,6,1,3765
13009,19,1,3765
13009,8,1,3765
13009,7,1,3765
13009,20,1,3765
13009,21,1,3765
13009,22,1,3765
13009,3,1,3765
13009,9,1,3765
13009,15,1,3765
13009,1,1,12982
13009,11,1,12982
13009,16,1,12982
13009,2,1,13008
13009,10,1,13008
13009,17,1,13008
13011,4,1,3765
13011,5,1,3765
13011,18,1,3765
13011,6,1,3765
13011,19,1,3765
13011,8,1,3765
13011,7,1,3765
13011,20,1,3765
13011,21,1,3765
13011,22,1,3765
13011,3,1,3765
13011,9,1,3765
13011,15,1,3765
13011,1,1,13010
13011,11,1,13010
13011,16,1,13010
13011,2,1,13010
13011,10,1,13010
13011,17,1,13010
13013,4,1,3765
13013,5,1,3765
13013,18,1,3765
13013,6,1,3765
13013,19,1,3765
13013,8,1,3765
13013,7,1,3765
13013,20,1,3765
13013,21,1,3765
13013,22,1,3765
13013,3,1,3765
13013,9,1,3765
13013,15,1,3765
13013,1,1,13012
13013,11,1,13012
13013,16,1,13012
13013,2,1,13012
13013,10,1,13012
13013,17,1,13012
13015,4,1,3765
13015,5,1,3765
13015,18,1,3765
13015,6,1,3765
13015,19,1,3765
13015,8,1,3765
13015,7,1,3765
13015,20,1,3765
13015,21,1,3765
13015,22,1,3765
13015,3,1,3765
13015,9,1,3765
13015,15,1,3765
13015,1,1,13014
13015,11,1,13014
13015,16,1,13014
13015,2,1,13014
13015,10,1,13014
13015,17,1,13014
13017,4,1,3765
13017,5,1,3765
13017,18,1,3765
13017,6,1,3765
13017,19,1,3765
13017,8,1,3765
13017,7,1,3765
13017,20,1,3765
13017,21,1,3765
13017,22,1,3765
13017,3,1,3765
13017,9,1,3765
13017,15,1,3765
13017,1,1,13016
13017,11,1,13016
13017,16,1,13016
13017,2,1,13016
13017,10,1,13016
13017,17,1,13016
