FarmApp,information_schema,enabled_roles,VIEW,,,,,,NO,NO,
FarmApp,information_schema,key_column_usage,VIEW,,,,,,NO,NO,
FarmApp,information_schema,parameters,VIEW,,,,,,NO,NO,
FarmApp,information_schema,referential_constraints,VIEW,,,,,,NO,NO,
FarmApp,information_schema,sql_features,BASE TABLE,,,,,,YES,NO,
FarmApp,information_schema,role_column_grants,VIEW,,,,,,NO,NO,
FarmApp,information_schema,routine_privileges,VIEW,,,,,,NO,NO,
FarmApp,information_schema,role_routine_grants,VIEW,,,,,,NO,NO,
FarmApp,information_schema,routines,VIEW,,,,,,NO,NO,
FarmApp,information_schema,sql_implementation_info,BASE TABLE,,,,,,YES,NO,
FarmApp,information_schema,sql_parts,BASE TABLE,,,,,,YES,NO,
FarmApp,information_schema,sql_languages,BASE TABLE,,,,,,YES,NO,
FarmApp,information_schema,sql_sizing,BASE TABLE,,,,,,YES,NO,
FarmApp,information_schema,sql_sizing_profiles,BASE TABLE,,,,,,YES,NO,
FarmApp,information_schema,table_constraints,VIEW,,,,,,NO,NO,
FarmApp,information_schema,table_privileges,VIEW,,,,,,NO,NO,
FarmApp,information_schema,role_table_grants,VIEW,,,,,,NO,NO,
FarmApp,information_schema,views,VIEW,,,,,,NO,NO,
FarmApp,information_schema,tables,VIEW,,,,,,NO,NO,
FarmApp,information_schema,transforms,VIEW,,,,,,NO,NO,
FarmApp,information_schema,triggered_update_columns,VIEW,,,,,,NO,NO,
FarmApp,information_schema,_pg_foreign_servers,VIEW,,,,,,NO,NO,
FarmApp,information_schema,triggers,VIEW,,,,,,NO,NO,
FarmApp,information_schema,data_type_privileges,VIEW,,,,,,NO,NO,
FarmApp,information_schema,udt_privileges,VIEW,,,,,,NO,NO,
FarmApp,information_schema,role_udt_grants,VIEW,,,,,,NO,NO,
FarmApp,information_schema,usage_privileges,VIEW,,,,,,NO,NO,
FarmApp,information_schema,element_types,VIEW,,,,,,NO,NO,
FarmApp,information_schema,role_usage_grants,VIEW,,,,,,NO,NO,
FarmApp,information_schema,user_defined_types,VIEW,,,,,,NO,NO,
FarmApp,information_schema,_pg_foreign_table_columns,VIEW,,,,,,NO,NO,
FarmApp,information_schema,view_column_usage,VIEW,,,,,,NO,NO,
FarmApp,information_schema,view_routine_usage,VIEW,,,,,,NO,NO,
FarmApp,information_schema,view_table_usage,VIEW,,,,,,NO,NO,
FarmApp,information_schema,foreign_server_options,VIEW,,,,,,NO,NO,
FarmApp,information_schema,column_options,VIEW,,,,,,NO,NO,
FarmApp,information_schema,_pg_foreign_data_wrappers,VIEW,,,,,,NO,NO,
FarmApp,information_schema,foreign_data_wrapper_options,VIEW,,,,,,NO,NO,
FarmApp,information_schema,foreign_tables,VIEW,,,,,,NO,NO,
FarmApp,information_schema,foreign_data_wrappers,VIEW,,,,,,NO,NO,
FarmApp,information_schema,foreign_servers,VIEW,,,,,,NO,NO,
FarmApp,information_schema,_pg_foreign_tables,VIEW,,,,,,NO,NO,
FarmApp,information_schema,foreign_table_options,VIEW,,,,,,NO,NO,
FarmApp,information_schema,_pg_user_mappings,VIEW,,,,,,NO,NO,
FarmApp,information_schema,user_mappings,VIEW,,,,,,NO,NO,
FarmApp,information_schema,user_mapping_options,VIEW,,,,,,NO,NO,
